word,emotion
дегенерација,sadness
деградира,disgust
деградирачки,disgust
деградирачки,fear
деградирачки,sadness
одложување,anger
одложување,disgust
одложување,fear
одложување,sadness
делегат,trust
штетни,anger
штетни,disgust
штетни,fear
вкусно,joy
задоволство,anticipation
задоволство,joy
воодушевен,anticipation
воодушевен,joy
воодушевен,surprise
прекрасен,anticipation
прекрасен,joy
прекрасен,trust
делинквент,anger
делинквент,disgust
делириус,sadness
делириум,disgust
делириум,sadness
избавување,anticipation
избавување,joy
избавување,trust
испорака,anticipation
потоп,fear
потоп,sadness
потоп,surprise
заблуда,anger
заблуда,fear
заблуда,sadness
делумно,anger
делумно,fear
побарувачка,anger
деменција,fear
деменција,sadness
уривање,anger
уривање,sadness
демонот,anger
демонот,disgust
демонот,fear
демонот,sadness
демонски,anger
демонски,disgust
демонски,fear
демонски,sadness
демонстративен,joy
демонстративен,sadness
деморализирани,fear
деморализирани,sadness
негираше,sadness
се откаже,anger
се откаже,disgust
стоматологија,fear
откажување,anger
откажување,disgust
откажување,fear
негира,anger
негирање,anticipation
заминам,anticipation
заминам,sadness
отиде,sadness
заминување,sadness
зависи,anticipation
зависи,trust
зависност,fear
зависност,sadness
зависен,trust
непристоен,anger
непристоен,disgust
непристоен,fear
непристоен,sadness
огорчавам,anger
огорчавам,disgust
огорчавам,sadness
депортација,fear
депортација,sadness
депортација,anger
депозитар,trust
расипани,anger
расипани,anticipation
расипани,disgust
расипани,fear
расипани,sadness
изопаченост,anger
изопаченост,disgust
игнорирање,anger
игнорирање,disgust
амортизирана,anger
амортизирана,disgust
амортизирана,fear
амортизирана,sadness
амортизација,fear
депресија,fear
депресија,sadness
депресија,anger
депресивно,disgust
депресивно,sadness
депресивна,sadness
лишување,anger
лишување,disgust
лишување,fear
лишување,sadness
длабочина,trust
заменик,trust
пореметени,anger
пореметени,disgust
пореметени,fear
потсмев,anger
потсмев,disgust
дерматолог,trust
дерогација,anger
дерогација,disgust
дерогација,fear
дерогација,sadness
навредлив,anger
навредлив,disgust
навредлив,fear
навредлив,sadness
потекло,fear
потекло,sadness
сквернавење,anger
сквернавење,disgust
сквернавење,fear
сквернавење,sadness
пустината,anger
пустината,disgust
пустината,fear
пустината,sadness
напуштени,disgust
заслужуваат,anger
заслужуваат,anticipation
заслужуваат,trust
ознака,trust
престанете,anger
престанете,disgust
пустош,fear
пустош,sadness
очај,anger
очај,disgust
очај,fear
очај,sadness
злобен,anger
злобен,disgust
деспотичен,fear
деспотизам,anger
деспотизам,disgust
деспотизам,fear
деспотизам,sadness
дестинација,anticipation
дестинација,fear
дестинација,joy
дестинација,sadness
дестинација,surprise
предодредено,anticipation
бедни,fear
бедни,sadness
уништени,anger
уништени,fear
уништени,sadness
уништувач,anger
уништувач,fear
уништување,anger
уништување,fear
уништување,sadness
деструктивни,anger
деструктивни,disgust
деструктивни,fear
притвореник,anger
притвореник,anticipation
притвореник,fear
притвореник,sadness
притвор,sadness
се влошува,fear
се влошува,sadness
влошена,disgust
влошена,sadness
влошување,fear
влошување,sadness
определување,trust
одврати,anger
одврати,disgust
детонира,fear
детонира,surprise
детонација,anger
ублажување,anger
уништи,anger
уништи,fear
уништи,sadness
катастрофални,anger
катастрофални,disgust
катастрофални,fear
катастрофални,sadness
катастрофални,trust
уништување,surprise
развива,anticipation
отстапување,sadness
ѓавол,anger
ѓавол,anticipation
ѓавол,disgust
ѓавол,fear
ѓавол,sadness
ѓаволски,disgust
ѓаволски,fear
благочестив,trust
благочестив,anticipation
благочестив,joy
ѓаволски,anger
дијагноза,anticipation
дијагноза,fear
дијагноза,trust
дијамант,joy
пелена,disgust
дијареа,disgust
дневник,joy
дневник,trust
diatribe,anger
diatribe,disgust
диктатор,fear
диктаторски,anger
диктатура,anger
диктатура,anticipation
диктатура,disgust
диктатура,fear
диктатура,sadness
речник,trust
исхраната,anticipation
диференцијал,trust
поинаку,surprise
тешко,fear
тешкотии,sadness
тешкотии,anger
тешкотии,fear
цифра,trust
Достоинство,trust
дигресија,anticipation
насип,fear
трошни,disgust
трошни,sadness
трудољубивост,trust
се намалува,sadness
диносаурус,fear
дипломатија,anticipation
дипломатија,trust
дипломатски,trust
режисер,trust
нечистотија,disgust
валкани,disgust
попреченост,sadness
оневозможи,fear
оневозможи,sadness
оневозможено,fear
оневозможено,sadness
не се согласувам,anger
не се согласувам,sadness
несогласување,anger
несогласување,sadness
недозволено,anger
недозволено,disgust
недозволено,fear
недозволено,sadness
исчезне,fear
разочарај,anger
разочарај,disgust
разочарај,sadness
разочаран,anger
разочаран,disgust
разочаран,sadness
разочарувачки,sadness
неодобрување,sadness
одобри,anger
одобри,disgust
одобри,fear
одобри,sadness
неодобрени,anger
неодобрени,sadness
неодобрување,anger
неодобрување,disgust
катастрофално,anger
катастрофално,fear
катастрофално,sadness
ученик,trust
дисциплина,fear
одрекувам,anger
одрекувам,disgust
одрекувам,trust
откриени,trust
дисколорација,disgust
обезцветен,disgust
обезцветен,sadness
непријатност,sadness
исклучете го,sadness
исклучен,sadness
незадоволство,anger
незадоволство,disgust
незадоволство,fear
незадоволство,sadness
дисконтинуитет,disgust
дисконтинуитет,fear
дисконтинуитет,sadness
раздор,anger
раздор,disgust
обесхрабри,fear
обесхрабри,sadness
дискреција,anticipation
дискреција,trust
дискриминираат,anger
дискриминираат,sadness
дискриминирачки,disgust
дискриминација,anger
дискриминација,disgust
дискриминација,fear
дискриминација,sadness
болест,anger
болест,disgust
болест,fear
болест,sadness
болен,disgust
раздробен,fear
раздробен,sadness
изобличено,anger
изобличено,disgust
изобличено,fear
изобличено,sadness
срам,anger
срам,disgust
срам,sadness
срамно,anger
срамно,disgust
незадоволни,anger
незадоволни,disgust
незадоволни,sadness
одвратност,anger
одвратност,disgust
одвратност,fear
одвратност,sadness
одвратно,anger
одвратно,disgust
одвратно,fear
обесхрабрени,sadness
нечесен,anger
нечесен,disgust
нечесен,sadness
нечесност,disgust
срамно,fear
срамно,sadness
разочарување,anger
дезинформација,anger
дезинформација,fear
неискрен,disgust
се распадне,disgust
се распадне,fear
не им се допаѓаат,anger
не им се допаѓаат,disgust
не му се допаѓа,anger
не му се допаѓа,sadness
дислоциран,anger
дислоциран,disgust
дислоциран,fear
дислоциран,sadness
лош,disgust
лош,fear
лош,sadness
разочарување,anticipation
разочарување,fear
разочарување,surprise
расчленување,disgust
расчленување,fear
расчленување,sadness
разрешување,anger
разрешување,disgust
разрешување,fear
разрешување,sadness
разрешување,surprise
непослушност,anger
непослушност,disgust
непослушен,anger
непослушни,anger
непослушни,disgust
нарушување,fear
омаловажување,anger
омаловажување,disgust
омаловажување,sadness
омаловажувачки,anger
омаловажувачки,disgust
омаловажувачки,sadness
диспаритет,anger
диспаритет,disgust
диспаритет,sadness
непристрасен,sadness
отфрли,sadness
раселени,anger
раселени,fear
раселени,sadness
незадоволен,anger
незадоволен,disgust
незадоволен,fear
незадоволен,sadness
располага,disgust
отстранува,anticipation
отстранува,trust
отфрлен,anger
отфрлен,fear
отфрлен,sadness
спор,anger
дисквалификуван,anger
дисквалификуван,disgust
дисквалификуван,sadness
дисквалификува,sadness
игнорирани,disgust
дискредитиран,anger
дискредитиран,disgust
дискредитиран,fear
непочитување,anger
непочитување,disgust
непочитување,fear
непочитување,sadness
нарушување,anger
нарушување,surprise
дисекција,disgust
лоша услуга,anger
лоша услуга,disgust
лоша услуга,sadness
дисидент,anger
дисидент,fear
растворање,anger
растворање,fear
растворање,sadness
растворање,surprise
дисонанца,anger
нервозни,disgust
невкусно,disgust
искривени,disgust
расеан,anger
оттргнува,anger
оттргнува,anticipation
вознемирен,sadness
вознемиреност,fear
вознемиреност,sadness
вознемиреност,surprise
потресени,fear
вознемирувачки,anger
вознемирувачки,fear
недоверба,anger
недоверба,disgust
недоверба,fear
нарушување,sadness
вознемирени,anger
вознемирени,sadness
напуштен,anger
духовито,joy
дивергентни,surprise
пренасочување,surprise
дивинација,anticipation
развод,anger
развод,disgust
развод,fear
развод,sadness
развод,surprise
развод,trust
лекар,trust
доктрина,trust
догма,trust
урнатини,sadness
dole,sadness
кукла,joy
делфин,joy
делфин,surprise
делфин,trust
доминантна,fear
доминираат,anger
доминираат,fear
доминација,anger
доминација,fear
доминација,sadness
власт,fear
власт,trust
Дон,trust
магаре,disgust
осудени на пропаст,fear
осудени на пропаст,sadness
судниот ден,anger
судниот ден,anticipation
судниот ден,disgust
судниот ден,fear
судниот ден,sadness
сомнеж,fear
сомнеж,sadness
сомнеж,trust
несомнено,trust
гулаб,anticipation
гулаб,joy
гулаб,trust
пропаст,fear
пропаст,sadness
исправно,trust
драп,sadness
нацрт,anticipation
змеј,fear
страв,anticipation
страв,fear
страшна,anger
страшна,anticipation
страшна,disgust
страшна,fear
страшна,sadness
страшно,disgust
страшно,fear
страшно,sadness
страшно,surprise
тмурна,sadness
возбуда,disgust
drool,disgust
се удави,fear
се удави,sadness
дрогирани,sadness
пијан,disgust
сомнително,fear
сомнително,trust
дуел,anger
дуел,anticipation
дуел,fear
досадна,sadness
депонии,anger
депонии,sadness
зандана,fear
будала,anger
дупличност,anger
издржливост,trust
трајни,trust
верен,anticipation
верен,trust
џуџе,fear
џуџе,sadness
умирање,anger
умирање,disgust
умирање,fear
умирање,sadness
динамичен,surprise
дизентерија,disgust
дизентерија,sadness
желни,anticipation
желни,joy
желни,surprise
желни,trust
желба,joy
желба,trust
орел,trust
земјотрес,anger
земјотрес,fear
земјотрес,sadness
земјотрес,surprise
економија,trust
екстази,anticipation
екстази,joy
екстатично,anticipation
екстатично,joy
екстатично,surprise
указ,fear
оформување,anticipation
оформување,joy
оформување,trust
издание,anticipation
образовни,trust
јагула,fear
ефикасен,trust
ефикасен,anticipation
сликата,anger
егитички,disgust
исклучително,anger
исклучително,disgust
ејакулација,anticipation
ејакулација,joy
ејакулација,surprise
ејакулација,trust
возбуден,joy
лактот,anger
старец,trust
старешини,trust
избира,trust
електорат,trust
електричен,joy
електричен,surprise
елеганција,anticipation
елеганција,joy
елеганција,trust
елегантен,joy
надморска височина,anticipation
надморска височина,fear
надморска височина,joy
надморска височина,trust
елф,anger
елф,disgust
елф,fear
елиминација,anger
елиминација,disgust
елиминација,fear
елиминација,sadness
елита,anticipation
елита,joy
елита,trust
разјасни,trust
неостварлив,surprise
ослабен,fear
ослабен,sadness
еманципација,anticipation
еманципација,joy
срам,fear
срам,surprise
емболија,fear
емболија,sadness
прегратка,anticipation
прегратка,joy
прегратка,surprise
прегратка,trust
итен случај,fear
итен случај,sadness
итен случај,surprise
еминенција,trust
нагласи,trust
вработува,trust
празнина,sadness
овозможи,trust
овозможување,trust
маѓепсана,anticipation
маѓепсана,joy
маѓепсана,surprise
маѓепсана,trust
волшебно,anticipation
волшебно,joy
поттикнете,joy
поттикнете,trust
загрозување,fear
оптоварување,anger
оптоварување,fear
оптоварување,sadness
енциклопедија,trust
загрози,anticipation
загрози,fear
загрозени,fear
настојувај,anticipation
ендемични,disgust
ендемични,fear
ендемични,sadness
бескрајни,anger
бескрајни,fear
бескрајни,joy
бескрајни,sadness
бескрајни,trust
ендокардит,fear
ендокардит,sadness
endow,trust
донација,trust
клизма,disgust
непријател,anger
непријател,disgust
непријател,fear
enforce,anger
enforce,fear
верен,joy
ангажирање,joy
ангажирање,trust
зафати,anticipation
енигматично,fear
уживајте,anticipation
уживајте,joy
уживајте,trust
ужива,anticipation
ужива,joy
ужива,trust
просветли,joy
просветли,trust
просветлување,joy
просветлување,trust
enliven,joy
enliven,surprise
enliven,trust
запиши,anticipation
запиши,trust
ансамбл,trust
поробена,anger
поробена,disgust
поробена,fear
поробена,sadness
заплеткано,anger
заплеткано,disgust
заплеткано,fear
заплеткано,sadness
забавуваат,joy
забавно,anticipation
забавно,joy
забава,anticipation
забава,surprise
забава,trust
ентузијазам,anticipation
ентузијазам,joy
ентузијазам,surprise
ентузијаст,anticipation
ентузијаст,joy
ентузијаст,surprise
утробата,disgust
довери,trust
епидемија,anger
епидемија,anticipation
епидемија,disgust
епидемија,fear
епидемија,sadness
епидемија,surprise
епископски,trust
епитаф,sadness
еднаквост,joy
еднаквост,trust
искоренување,anger
искоренување,disgust
искоренување,fear
избришете,fear
еротски,anticipation
еротски,joy
еротски,surprise
еротски,trust
нарачана,anticipation
нарачана,trust
непредвидливо,surprise
еруптира,anger
еруптира,surprise
ерупција,anger
ерупција,fear
ерупција,surprise
ескалира,anger
бегство,anticipation
бегство,fear
избегал,fear
избегнувај,anger
избегнувај,sadness
утврди,trust
основана,joy
почит,joy
почит,sadness
етерични,fear
евтаназија,fear
евтаназија,sadness
евакуира,fear
избегнувај,disgust
избегнувај,fear
евангелизација,sadness
евангелизација,surprise
затајување,fear
затајување,sadness
евентуално,anticipation
евентуалност,anticipation
евентуалност,fear
зимзелени,joy
зимзелени,trust
иселат,sadness
иселување,anger
иселување,disgust
иселување,fear
иселување,sadness
очигледно,trust
зло,anger
зло,disgust
зло,fear
зло,sadness
егзацербација,anger
егзацербација,fear
претерувам,anger
возвиши,anticipation
возвиши,joy
возвиши,trust
егзалтација,joy
егзалтација,trust
возвишен,joy
возвишен,trust
испитување,fear
испитување,surprise
огорченост,anger
огорченост,disgust
ископување,anticipation
ископување,surprise
надмине,anticipation
надмине,joy
ексел,anticipation
ексел,joy
ексел,surprise
ексел,trust
совршеност,disgust
совршеност,joy
совршеност,trust
одлично,joy
одлично,trust
возбуда,anger
возбуда,anticipation
возбуда,fear
возбуда,joy
возбуда,surprise
возбуди,anger
возбуди,anticipation
возбуди,fear
возбуди,joy
возбуди,surprise
возбуден,anticipation
возбуден,surprise
возбуден,trust
возбудливо,anticipation
возбудливо,joy
возбудливо,surprise
извика,surprise
исклучени,disgust
исклучени,sadness
со исклучок на,sadness
исклучување,disgust
исклучување,fear
исклучување,sadness
измет,disgust
екскреција,disgust
ужасно,fear
извршување,anger
извршување,fear
извршување,sadness
извршување,trust
џелард,anger
џелард,fear
џелард,sadness
извршител,trust
исцрпени,sadness
исцрпеност,anticipation
исцрпеност,sadness
исцрпен,trust
егзил,anger
егзил,fear
егзил,sadness
егзорцизам,fear
егзорцизам,sadness
очекувајте,anticipation
очекувајте,surprise
очекувајте,trust
очекувано,anticipation
бремена,anticipation
очекувања,anticipation
се очекува,anticipation
очекува,anticipation
целисходно,joy
целисходно,trust
експедиција,anticipation
избркај,anger
избркај,disgust
избркај,fear
избркај,sadness
искусен,trust
експеримент,anticipation
експеримент,surprise
експерт,trust
експертиза,trust
истекува,sadness
објасни,trust
појасна,anger
експлодираат,anger
експлодираат,fear
експлодираат,sadness
експлодираат,surprise
Истражува,anticipation
експлозивни,anger
експлозивни,anticipation
експлозивни,fear
експлозивни,surprise
изложи,anticipation
изложи,fear
протерување,fear
Исклучителна,joy
истребувајте,fear
истребувајте,sadness
истребување,anger
истребување,fear
исчезнат,sadness
изгаснат,anger
вонсудски,fear
извлечете,anticipation
очевидец,trust
измислица,trust
факт,trust
факти,trust
факултет,trust
фекалии,disgust
неуспешно,anger
неуспешно,anticipation
неуспешно,fear
неуспешно,sadness
неуспех,disgust
неуспех,fear
неуспех,sadness
несвестица,fear
несвестица,sadness
несвестица,surprise
фер,trust
вера,anticipation
вера,joy
вера,trust
неверна,sadness
падне,sadness
погрешно,anger
паѓа,sadness
лага,anger
лага,trust
фалсификување,anger
фалсификуваат,disgust
фалсификат,disgust
двоумење,fear
познат,trust
блискост,anticipation
глад,sadness
фанатизам,fear
фенси,anticipation
фенси,joy
фанфари,anticipation
фанфари,joy
фанфари,surprise
клоци,fear
фарсично,disgust
фарма,anticipation
постот,sadness
масти,disgust
масти,sadness
фаталност,fear
фаталност,sadness
судбина,anticipation
татко,trust
замор,sadness
масни,disgust
масни,sadness
безобѕирно,trust
поволна,anticipation
поволна,joy
поволна,surprise
поволна,trust
омилен,joy
омилен,trust
страв,anger
бестрашен,fear
подвиг,anticipation
подвиг,joy
подвиг,surprise
фекал,disgust
надомест,anger
изнемоштени,sadness
чувство,anger
чувство,anticipation
чувство,disgust
чувство,fear
чувство,joy
чувство,sadness
чувство,surprise
чувство,trust
Фелисити,joy
падна,sadness
колеги,trust
злосторник,fear
оградена,anger
Фендер,trust
ферментира,anticipation
ферментација,anticipation
жесток,anger
жесток,disgust
жесток,fear
жестокост,anger
страст,joy
фестивал,anticipation
фестивал,joy
фестивал,surprise
празнична,joy
караница,anger
феудализмот,anger
феудализмот,sadness
треска,fear
фиб,anger
верност,joy
тежок,anger
тежок,disgust
тежок,fear
жестока,anger
жестока,disgust
жестока,fear
Фиеста,anticipation
Фиеста,joy
Фиеста,surprise
Фиеста,trust
пополнете,trust
гнасни,disgust
конечно,anticipation
конечно,disgust
конечно,joy
конечно,surprise
конечно,trust
оган,fear
огнено оружје,anger
огнено оружје,fear
пожарникар,trust
цврстина,trust
се вклопува,anger
фитинг,anticipation
фитинг,joy
фитинг,trust
фиксна,trust
мрачен,disgust
флекирано,sadness
флагрантно,anger
флагрантно,disgust
предводник,trust
прирабница,trust
ласкави,joy
надуеност,disgust
мааната,sadness
болва,disgust
побегнал,fear
руно,anger
руно,disgust
руно,sadness
месо,disgust
flinch,anticipation
flinch,disgust
flinch,fear
flinch,sadness
flinch,surprise
флертуваат,anticipation
флертуваат,joy
флертуваат,surprise
флертуваат,trust
каламбур,anger
каламбур,disgust
каламбур,fear
каламбур,sadness
поплава,fear
флоп,disgust
флоп,sadness
пробивам,fear
пробивам,sadness
грип,fear
флуктуација,anger
флуктуација,fear
среќа,surprise
летање,fear
следбеник,trust
храна,joy
храна,trust
будала,disgust
фудбал,anticipation
фудбал,joy
основа,trust
обид,anger
забрани,sadness
забрана,anger
забрана,fear
сила,anger
сила,fear
принудени,fear
насилно,anger
насилно,fear
подлактица,anger
подлактица,anticipation
претчувство,anticipation
претчувство,fear
прогноза,anticipation
прогноза,trust
затвори,fear
затвори,sadness
предци,joy
предци,trust
предвидуваат,anticipation
предвидуваат,surprise
предвидуваат,trust
предвидени,anticipation
предвидување,anticipation
предвидување,trust
предупреден,anticipation
предупреден,fear
се губи,anger
се губи,sadness
одземање,fear
одземање,sadness
простува,trust
заборавено,fear
заборавено,sadness
зафрлено,sadness
формалност,trust
формативна,trust
застрашувачки,fear
формирање,anticipation
формула,trust
остави,sadness
напуштен,sadness
тврдина,trust
цврстина,joy
тврдина,fear
тврдина,sadness
среќа,anticipation
среќа,joy
среќа,trust
фаул,anger
фаул,disgust
фаул,fear
пронајден,joy
пронајден,trust
кревка,fear
кревка,sadness
слабост,sadness
рамка,trust
искреност,trust
избезумено,anticipation
избезумено,disgust
избезумено,fear
избезумено,surprise
измамнички,anger
полн,fear
полн,sadness
излитена,sadness
чуден,disgust
чуден,fear
чуден,surprise
слобода,joy
слобода,trust
слободно,joy
слободно,trust
френетичен,anger
френетичен,fear
френетичен,surprise
жестоки,anger
жестоки,fear
секирај,fear
триење,anger
пријател,joy
пријател,trust
пријателство,joy
пријателство,trust
пријателски,anticipation
пријателски,trust
фрегата,fear
страв,surprise
исплашат,fear
исплашат,sadness
исплашат,surprise
исплашен,fear
исплашен,surprise
страшно,anger
жив,surprise
весела,joy
намуртено,sadness
намуртено,anger
намуртено,disgust
бесплодни,sadness
фрустрираат,anger
фрустрираат,disgust
фрустрираат,sadness
фрустрирани,anger
фрустрација,anger
бегалец,anger
бегалец,disgust
бегалец,fear
бегалец,sadness
бегалец,trust
исполни,joy
исполнување,anticipation
исполнување,joy
исполнување,trust
полно,trust
fuming,anger
фундаментално,trust
габа,disgust
фанк,sadness
бесен,anger
бесен,disgust
бесно,anger
печка,anger
фурор,anger
бразда,sadness
бес,anger
бес,fear
бес,sadness
осигурувач,trust
гужва,anger
гужва,sadness
претрупан,disgust
безобразен,sadness
габи,disgust
gag,disgust
gage,trust
добивка,anticipation
добивка,joy
бесилка,anger
бесилка,fear
бесилка,sadness
коцкар,anticipation
коцкар,surprise
коцкање,anticipation
коцкање,surprise
банда,anger
банда,fear
зјапа,surprise
ѓубре,disgust
градина,joy
Гариш,disgust
Гариш,surprise
гарнизон,trust
гас,fear
воздишка,surprise
гаснење,fear
порта,trust
портал,trust
мерење,trust
gawk,surprise
весник,trust
желатин,disgust
скапоцен камен,joy
општо,trust
великодушност,anticipation
великодушност,joy
великодушност,surprise
великодушност,trust
дарежлив,joy
дарежлив,trust
генијален,joy
Гент,anger
Гент,disgust
Гент,fear
господин,trust
гентри,trust
вистински,trust
геријатриски,sadness
микроб,anticipation
микроб,disgust
ртење,anticipation
ужасно,disgust
гето,disgust
гето,fear
гето,sadness
дух,fear
сенишен,fear
гигант,fear
глупост,anger
подарок,anticipation
подарок,joy
подарок,surprise
кикотче,joy
трегер,trust
мило,anticipation
мило,joy
гладијатор,fear
радост,joy
сјајот,anger
сјајот,fear
блескав,anger
планирам,anticipation
планирам,joy
трепер,anticipation
трепер,joy
трепер,surprise
сјај,disgust
сјај,joy
мрак,sadness
мрачен,sadness
глорификација,joy
прослави,surprise
прослави,trust
слава,anticipation
слава,joy
слава,trust
Свети,anticipation
Свети,joy
Свети,trust
гламур,sadness
презаситеност,disgust
ненаситност,disgust
gnome,anger
gnome,disgust
gnome,fear
готвење,disgust
гоблин,disgust
гоблин,fear
бог,anticipation
бог,fear
бог,joy
бог,trust
безбожно,anger
побожно,joy
побожно,trust
Божји дар,joy
Божји дар,surprise
гонореја,anger
гонореја,disgust
гонореја,fear
гонореја,sadness
goo,disgust
добро,anticipation
добро,joy
добро,surprise
добро,trust
добрина,anticipation
добрина,joy
добрина,surprise
добрина,trust
гор,anger
гор,disgust
гор,fear
гор,sadness
клисура,disgust
прекрасно,joy
Крвав,anger
Крвав,disgust
Крвав,fear
Крвав,sadness
госпел,trust
владее,trust
гувернанта,trust
влада,fear
гувернер,trust
грабне,anger
постепено,anticipation
дипломирањето,anticipation
дипломирањето,fear
дипломирањето,joy
дипломирањето,surprise
дипломирањето,trust
граматика,trust
внуци,anticipation
внуци,joy
внуци,trust
Дедо,trust
грант,anticipation
грант,joy
грант,trust
фаќајќи,anticipation
рендан,anger
задоволи,joy
задоволи,surprise
хелиум,anger
хелиум,disgust
бесплатен,disgust
гроб,fear
гроб,sadness
гравитираат,anticipation
сиво,disgust
сиво,sadness
мрсна,disgust
величие,joy
величие,surprise
величие,trust
алчноста,anger
алчноста,disgust
алчен,disgust
зелена,joy
зелена,trust
поздрав,surprise
граната,fear
тага,sadness
поплака,anger
поплака,disgust
поплака,sadness
тагува,fear
тагува,sadness
тешки,anger
тешки,fear
тешки,sadness
мрачни,anger
мрачни,anticipation
мрачни,disgust
мрачни,fear
мрачни,sadness
валкано,disgust
грозно,disgust
насмевка,anticipation
насмевка,joy
насмевка,surprise
насмевка,trust
грозно,fear
песок,trust
гризли,fear
стон,disgust
стон,sadness
бруто,disgust
гротескно,disgust
земјата,trust
втемелени,fear
втемелени,sadness
расте,anticipation
расте,joy
расте,trust
режеш,anger
режеш,fear
growling,anger
growling,disgust
growling,fear
злоба,anger
груб,anger
груб,disgust
пргаво,anger
пргаво,disgust
пргаво,sadness
гаранција,trust
чувар,fear
чувани,trust
старател,trust
старателство,trust
губернаторски,trust
герила,fear
погоди,surprise
насоки,trust
водич,trust
гилотина,anger
гилотина,anticipation
гилотина,disgust
гилотина,fear
гилотина,sadness
вина,disgust
вина,sadness
виновен,anger
виновен,sadness
лековерни,sadness
лековерни,trust
gulp,fear
gulp,surprise
пиштол,anger
пиштол,fear
барут,fear
гуру,trust
млаз,disgust
млаз,joy
газета,trust
црево,disgust
олук,disgust
вообичаено,anticipation
хаг,disgust
хаг,fear
град,trust
влакнести,disgust
халуцинација,fear
петел,fear
петел,sadness
запирање,fear
запирање,sadness
тетива,anger
тетива,sadness
прирачник,trust
хендикеп,sadness
виси,anger
виси,disgust
виси,fear
виси,sadness
копнеж,anticipation
се случи,anticipation
среќно,joy
среќен,anticipation
среќен,joy
среќен,trust
малтретирање,anger
малтретирање,disgust
предвесник,anger
предвесник,anticipation
предвесник,fear
пристаниште,trust
појачан,anger
појачан,disgust
појачан,fear
Харди,joy
Харди,trust
блудница,disgust
штета,fear
штетно,anger
штетно,disgust
штетно,fear
штетно,sadness
хармонично,joy
хармонично,trust
хармонија,joy
хармонија,trust
Хари,anger
Хари,sadness
грубост,anger
грубост,fear
жетва,anticipation
жетва,joy
брзина,anticipation
омраза,anger
омраза,disgust
омраза,fear
омраза,sadness
мразеше,anger
шокантен,anger
прогонува,fear
прогонуван,fear
прогонуван,sadness
рај,trust
јастреб,fear
опасни,fear
магла,fear
фар,anticipation
исцели,joy
исцели,trust
лекување,anticipation
лекување,joy
лекување,trust
здрава,joy
слух,fear
оган,sadness
искрено,joy
искрено,sadness
искрено,trust
од срце,joy
бездушен,sadness
heartworm,disgust
пагански,fear
небесен,trust
небото,joy
небото,trust
хедонизам,joy
тежок,anticipation
зголемена,fear
пекол,anger
пекол,disgust
пекол,fear
пекол,sadness
пеколен,anger
пеколен,disgust
пеколен,fear
пеколен,sadness
шлем,fear
помошник,trust
корисно,joy
корисно,trust
беспомошен,fear
беспомошен,sadness
беспомошност,fear
беспомошност,sadness
хеморагија,disgust
хеморагија,fear
хеморагија,sadness
еретик,disgust
наследство,trust
хермафродит,surprise
пустиник,sadness
пустиник,trust
херој,anticipation
херој,joy
херој,surprise
херој,trust
херојски,joy
херојски,surprise
херојски,trust
хероина,trust
хероизмот,anticipation
хероизмот,joy
хероизмот,surprise
хероизмот,trust
херпес,disgust
херпесвирус,disgust
најславни,anticipation
најславни,joy
најславни,trust
крие,fear
одвратен,disgust
одвратен,fear
одвратен,sadness
се крие,fear
највисоко,anticipation
највисоко,fear
највисоко,joy
највисоко,surprise
смешен,joy
смешен,surprise
веселост,joy
препреки,sadness
вработи,anticipation
вработи,joy
вработи,trust
Подсвиркване,anger
Подсвиркване,fear
удри,anger
Гоја,sadness
хоби,joy
hobo,sadness
свиња,disgust
одмор,anticipation
одмор,joy
светост,anticipation
светост,fear
светост,joy
светост,surprise
светост,trust
шупливи,sadness
холокауст,anger
холокауст,disgust
холокауст,fear
холокауст,sadness
бездомници,anger
бездомници,anticipation
бездомници,disgust
бездомници,fear
бездомници,sadness
носталгија,sadness
домашна работа,fear
убиствени,anger
убиствени,fear
убиство,anger
убиство,disgust
убиство,fear
убиство,sadness
искрен,anger
искрен,disgust
искрен,fear
искрен,sadness
меден месец,anticipation
меден месец,joy
меден месец,surprise
меден месец,trust
чест,trust
чесен,trust
хауба,anger
хауба,disgust
хауба,fear
со качулка,fear
надеж,anticipation
надеж,joy
надеж,surprise
надеж,trust
надевајќи се,anticipation
надевајќи се,joy
надевајќи се,surprise
надевајќи се,trust
безнадежен,fear
безнадежен,sadness
безнадежност,anger
безнадежност,disgust
безнадежност,fear
безнадежност,sadness
орда,surprise
хоризонт,anticipation
хороскоп,anticipation
ужасно,anger
грозни,anger
грозни,disgust
грозни,fear
грозни,sadness
ужасно,sadness
ужаснат,fear
хорор,anger
хорор,disgust
хорор,fear
хорор,sadness
хорор,surprise
ужаси,fear
ужаси,sadness
коњ,trust
хоспис,sadness
болница,fear
болница,sadness
болница,trust
заложник,anger
заложник,fear
непријателски,anger
непријателски,disgust
непријателски,fear
непријателства,anger
непријателства,fear
топло,anger
завива,anger
завива,disgust
завива,fear
завива,sadness
завива,surprise
мечка,disgust
хуманитарна,anticipation
хуманитарна,joy
хуманитарна,surprise
хуманитарна,trust
човештвото,joy
човештвото,trust
смирен,disgust
смирен,sadness
понизен,sadness
humbug,anger
humbug,disgust
humbug,sadness
понижувај,anger
понижувај,sadness
понижувачки,disgust
смирение,trust
хумористичен,joy
гладни,anticipation
ловец,anticipation
ловец,fear
ловец,sadness
лов,anger
лов,anticipation
лов,fear
ура,joy
ураган,fear
побрза,anticipation
